carretera_codigo,tramo_nombre,estacion_id,estacion_nombre,velocidad_media,imd_ascendentes,imd_descendentes,imd_total,imd_pesados,año
TF-51,Arona,301,LA CAMELLA-ARONA,0.0,2302.0,2419.0,4721,86,2022
TF-51,Acceso a Ifonche,303,ARONA - LAS CASAS,0.0,1025.0,1026.0,2051,37,2022
TF-51,La Escalona,305,LA ESCALONA,0.0,,,1945,35,2022
TF-51,Camino Real (a La Escalona),307,PASADO LA ESCALONA,0.0,,,1433,26,2022
TF-51,Vilaflor,309,COOPERATIVA VILAFLOR,0.0,,,1858,34,2022
TF-514,Izaña,685,IZAÑA,0.0,,,394,20,2022
TF-523,La Cumbre,687,ARAFO LOS LOROS,0.0,,,2157,59,2022
TF-525,Arafo,689,ARAFO (CHOGO),0.0,,,4414,121,2022
TF-532,La Zarza,691,ANTES DE LA ZARZA,0.0,,,314,9,2022
TF-532,La Sombrera,693,SABINA ALTA,0.0,,,377,10,2022
TF-534,El Bueno,695,EL BUENO DESDE TF-28,0.0,,,94,3,2022
TF-555,Las Vegas,697,A LAS VEGAS,0.0,,,519,12,2022
TF-561,El Frontón,699,EL FRONTON,0.0,,,670,16,2022
TF-563,Calle El Portillo,701,SUBIDA EL FRONTON,0.0,,,1757,41,2022
TF-563,Acceso a el Frontón,703,PASADO EL FRONTON,0.0,,,793,19,2022
TF-563,Vilaflor,705,COOPERATIVA-VILAFLOR,0.0,,,631,15,2022
TF-565,Acceso a Jama,707,EL ROQUE,0.0,,,1102,26,2022
TF-565,La Escalona,709,JAMA-LA ESCALONA,0.0,,,717,13,2022
TF-567,Ifonche,711,LA ESCALONA-IFONCHE,0.0,,,733,13,2022
TF-583,Taucho,713,A TAUCHO,0.0,,,1680,44,2022
TF-585,Tijoco de Arriba,715,TIJOCO ALTO,0.0,,,1039,27,2022
TF-61,Autopista del Sur,311,DE GÜIMAR A LA TF-1,53.25,5407.0,5770.0,11177,224,2022
TF-61,Puerto de Guímar.,313,TF-1-EL PUERTITO,0.0,,,11713,321,2022
TF-616,Los Barrancos,718,LA CALETA,0.0,,,667,18,2022
TF-616,El Tablado,719,A EL TABLADO,0.0,,,428,12,2022
TF-617,El Escobonal,721,EL ESCOBONAL,0.0,,,1368,38,2022
TF-620,Fasnia,723,LOS ROQUES,0.0,,,1570,43,2022
TF-620,Fasnia,724,FASNIA (HOYA PERERA),0.0,,,864,24,2022
TF-622,Acceso a Icor,725,CARRETERA ICOR,0.0,,,1179,32,2022
TF-625,Autopista del Sur,727,ARICO (TOSCONITO),0.0,,,2297,63,2022
TF-627,Villa de Arico,731,EL PORIS CAR.EL LOMO,0.0,,,106,3,2022
TF-631,TF-632,734,San Miguel e Tajao,0.0,,,906,24,2022
TF-632,San Miguel de Tajao,733,A S. MIGUEL DE TAJAO,0.0,,,2791,75,2022
TF-636,Carretera Municipal a El Salto,737,SAN ISIDRO EL SALTO,73.99,1804.0,1796.0,3600,70,2022
TF-636,Acceso a los Blanquitos,739,CUEVA GACHA,57.46,1617.0,1695.0,3312,129,2022
TF-636,Chimiche,741,HOYA SUAREZ,0.0,,,1289,30,2022
TF-638,Los Blanquitos,743,LOS BLANQUITOS TF-28,0.0,,,975,23,2022
TF-64,Acceso a las Palomas,315,GRANADILLA-CRUCE CHARCO EL PINO,0.0,,,13289,312,2022
TF-64,Autopista del Sur,319,SAN ISIDRO-P. CARRETERAS,66.08,6266.0,6146.0,12412,291,2022
TF-64,Acceso a Los Abrigos,323,TF-1 - CRUCE LA TEJITA,51.5,10317.0,10258.0,20575,432,2022
TF-64,El Médano,325,EL MEDANO,0.0,,,20070,536,2022
TF-643,Acceso Urbanización La Mareta,745,MEDANO LA TEJITA,0.0,,,6532,174,2022
TF-643,Los Abrigos,749,ABRIGOS (AGUADULCE),0.0,,,6883,184,2022
TF-645,El Guincho,751,CARRETERA ATOGO,0.0,,,873,23,2022
TF-647,Acceso a Charco del Pino,753,CHARCO DEL PINO,0.0,4103.0,4360.0,8463,198,2022
TF-647,Las Socas,755,LAS ZOCAS,0.0,,,7664,180,2022
TF-65,Acceso a Las Socas,327,SAN MIGUEL- CRUCE LAS ZOCAS,0.0,,,6497,152,2022
TF-65,Acceso a Aldea Blanca,329,ANTES CRUCE ALDEA BLANCA,0.0,,,13808,324,2022
TF-65,Autopista del Sur,331,PASADO CRUCE ALDEA BLANCA,0.0,,,12038,282,2022
TF-65,El Guincho,333,AMARILLA-CRUCE ATOGO,0.0,,,12705,339,2022
TF-65,Los Abrigos,335,LOS ABRIGOS,64.26,6965.0,7037.0,14002,457,2022
TF-652,Guargacho,757,ANTES DE GUARGACHO,0.0,,,20577,550,2022
TF-652,Acceso a Costa de el Silencio,759,LLANOS DE GUARGACHO,0.0,,,12354,330,2022
TF-652,Las Galletas,761,LAS ROSAS,0.0,,,15830,423,2022
TF-653,Guaza,763,MAJADA HONDA,0.0,,,11285,301,2022
TF-655,Acceso a Guargacho,765,POL IND LAS CHAFIRAS,0.0,,,21111,495,2022
TF-655,Parque de la Reina,767,KARTING DEL SUR,0.0,,,8089,216,2022
TF-655,Guaza,769,EL CHO,0.0,,,7656,204,2022
TF-655,Los Cristianos,773,LOS CRISTIANOS,75.61,5786.0,5478.0,11264,349,2022
TF-657,Acceso a Las Galletas,775,ALDEA BLANCA,0.0,,,6457,151,2022
TF-657,Acceso a Valle de San Lorenzo,779,BUZANADA CAMPO FUTBOL,0.0,,,5453,99,2022
TF-657,Cabo Blanco,781,CABO BLANCO,0.0,5278.0,5898.0,11176,203,2022
TF-657,La Camella,783,LA CAMELLA,0.0,,,10227,186,2022
TF-66,Buzanada,337,VALLE SAN LORENZO-BUZANADA,0.0,,,10034,182,2022
TF-66,Final Zona Urbana de Guaza,339,BUZANADA-TF-1,0.0,,,20852,379,2022
TF-66,Acceso a Guargacho,343,GUAZA-CRUCE TF-653,76.87,12703.0,13207.0,25910,692,2022
TF-66,Acceso a Los Frailes,345,ANTES DEL FRAILE,0.0,,,17723,473,2022
TF-66,Las Galletas-Playa,347,PLAYA LAS GALLETAS,0.0,,,12039,322,2022
TF-662,Int. con TF-655,785,A CACTUS PARK,0.0,,,408,7,2022
TF-665,Los Cristianos,787,LOS CRISTIANOS,61.27,22127.0,23655.0,45782,1882,2022
TF-82,Las Canales,349,ANTES DEL TUNEL ICOD,0.0,,,2156,46,2022
TF-82,Acceso La Vega,350,ANTES DE GENOVÉS,0.0,,,1898,40,2022
TF-82,Acceso a Garachico,351,EL TANQUE-PTO ESCONDIDO,0.0,,,2688,57,2022
TF-82,Acceso a Tierra del Trigo,353,CAMEL PARK- EL TANQUE,0.0,3447.0,3689.0,7136,151,2022
TF-82,Ruigomez,354,RUIGOMEZ,48.17,3274.0,3502.0,6776,456,2022
TF-82,Erjos,355,PASANDO ERJOS,0.0,,,6643,141,2022
TF-82,Santiago del Teide,357,ERJOS-SANTIAGO DEL TEIDE,0.0,,,10630,226,2022
TF-82,Acceso a Arguayo,359,PASADO SANTIAGO DEL TEIDE,0.0,,,12932,274,2022
TF-82,Tamaimo,361,ANTES DE TAMAIMO,0.0,,,3074,115,2022
TF-82,CHIO,363,ANTES DE CHIO,0.0,,,3976,105,2022
TF-82,Acceso a Playa de San Juán,365,ANTES GUIA ISORA,0.0,,,4033,106,2022
TF-82,Acceso a Vera de Erques,369,PASADO GUIA DE ISORA,53.74,1874.0,1753.0,3627,129,2022
TF-82,Acceso a Tijoco Alto,371,BARRANCO ERQUES,75.79,2043.0,2210.0,4253,97,2022
TF-82,Acceso a la Quinta,373,ENTRE TIJOCO Y TAUCHO,0.0,,,7492,198,2022
TF-82,Armeñime,375,LOS MENORES,64.0,5641.0,5413.0,11054,299,2022
TF-258,La carcel,540,CARCEL TENERIFE 2,0.0,,,1031,52,2022
TF-352,La Guancha,622,EL PIRS- LA GUANCHA,0.0,,,5484,116,2022
TF-629,Villa de Arico,732,ABADES,75.33,1044.0,968.0,2012,67,2022
TF-316,Intersección TF-320,582,BAJADA MARITÍN-PTO CRUZ,0.0,5777.0,4786.0,10563,224,2022
VL,Plaza España,901,VIA LITORAL,50.45,10729.0,12969.0,23698,362,2022
TF-46,Rotonda TF-47,284,BJADA PUERTO DE FONSALÍA,84.97,7618.0,7592.0,15210,418,2022
TF-1,Int TF-4,1,DEPURADORA S/C,87.09,12666.0,12174.0,24840,731,2023
TF-1,Radazul,11,AÑAZA,96.05,51679.0,48800.0,100479,4230,2023
TF-1,Polígono Güímar,21,BARRANCO HONDO,92.69,44602.0,48741.0,93343,4150,2023
TF-1,Pto Güimar,27,GÜÍMAR,103.09,28488.0,30759.0,59247,3782,2023
TF-1,Arico,29,TÚNELES GÜÍMAR,98.83,18801.0,25107.0,43908,4902,2023
TF-1,Granadilla,41,EL PORÍS DE ABONA,105.79,19079.0,22095.0,41174,2659,2023
TF-1,Aeropuerto Sur,47,SAN ISIDRO,83.29,27653.0,26731.0,54384,2952,2023
TF-1,Guaza,49,AEROPUERTO SUR,90.64,39008.0,38226.0,77234,4244,2023
TF-1,Cristianos,57,LOS CRISTIANOS,99.53,45050.0,47206.0,92256,3758,2023
TF-1,Adeje,65,FAÑABE,89.27,37955.0,36800.0,74755,1852,2023
TF-1,Bajada Fonsalia,66,Los Menores,85.8,15875.0,16371.0,32246,882,2023
TF-1,Enlace Chio,67,Guía de Isora,86.02,11198.0,8316.0,19514,236,2023
TF-1,Santiago del Teide,68,TUNEL DEL BICHO,101.8,9645.0,6251.0,15896,270,2023
TF-11,San Andrés,140,DARSENA PESQUERA,75.38,7065.0,5896.0,12961,376,2023
TF-111,Carretera de Ifara,377,MIR. DE LOS CAMPITOS,0.0,,,911,19,2023
TF-111,Valle Jiménez,379,EMBALSE LOS CAMPITOS,0.0,,,1943,40,2023
TF-111,Camino de la Piterita,381,VALLES TABARES,0.0,,,3376,70,2023
TF-111,La Cuesta,383,LA PITERITA V. TABARES,0.0,,,5613,116,2023
TF-113,Vía de Ronda,385,CAMINO LAS PERAS,48.15,2382.0,1788.0,4170,233,2023
TF-113,Las Mercedes,387,JARDINA,0.0,,,6109,126,2023
TF-114,Final Pico del Inglés,389,PICO DEL INGLÉS,0.0,,,606,13,2023
TF-12,Acceso a Taganana,143,SAN ANDRES ROSA GRANDE,41.88,926.0,845.0,1771,81,2023
TF-12,Acceso a Chamorga,145,PAS. CRUCE TAGANANA,0.0,,,794,23,2023
TF-12,Acceso a Afur,147,ANTES CRUCE AFUR,0.0,,,1063,31,2023
TF-12,Acceso a las Carboneras,149,ANTES CRU.CARBONERAS,0.0,,,1358,28,2023
TF-12,Pico del Inglés,151,ANTES CRU.PICO INGLE,0.0,,,1755,36,2023
TF-12,Acceso a los Batanes,153,CRUZ DEL CARMEN,29.35,1370.0,1202.0,2572,239,2023
TF-12,Las Mercedes,155,CANTERAS (RISQUETES),37.67,1497.0,1573.0,3070,152,2023
TF-12,Las Canteras,157,LAS CANTERAS,0.0,,,4774,99,2023
TF-121,Cantera de Piqué,393,ANTES DEL SUCULUM,0.0,,,2127,62,2023
TF-121,Acceso a Las Gaviotas,395,LAS GAVIOTAS,0.0,,,1448,42,2023
TF-121,Igueste de San Andrés,397,IGUESTE DE SAN ANDRES,0.0,,,714,21,2023
TF-123,Acceso a Lomo de las Bodegas,401,BAILADERO-CHAMORGA,0.0,,,382,11,2023
TF-123,Chamorga,403,CHAMORGA,0.0,,,163,5,2023
TF-125,Lomo de las Bodegas,405,LOMO DE LAS BODEGAS,0.0,,,74,2,2023
TF-13,Mercado de La Laguna,159,VIA RONDA,62.5,15439.0,15494.0,30933,1104,2023
TF-13,Las Mercedes,163,EL BRONCO,0.0,,,23558,487,2023
TF-13,Acceso a La Laguna,165,LA VEGA,0.0,10605.0,9336.0,19941,412,2023
TF-13,Las Canteras,167,LAS CANTERAS,0.0,,,23013,476,2023
TF-13,Pedro Alvarez,169,CRUCE PEDRO ALVAREZ,0.0,,,21169,437,2023
TF-13,Tegueste,171,TEGUESTE (PAÑUELAS),52.82,8892.0,9883.0,18775,388,2023
TF-13,Variante Tejina,173,TEJINA (ASOMADA),0.0,,,17542,363,2023
TF-13,Tejina,174,TEJINA (VARIANTE),47.29,5800.0,5146.0,10946,187,2023
TF-13,Bajamar,175,TEJINA (CH.MANISERO),0.0,,,14175,293,2023
TF-13,Punta del Hidalgo,177,BAJAMAR,0.0,,,7103,147,2023
TF-134,Taganana,407,TAGANANA ANTES TÚNEL,38.55,1024.0,831.0,1855,102,2023
TF-134,Benijos,409,PLAYA ALMACIGA,0.0,,,1435,42,2023
TF-136,Afur,415,A ROQUE NEGRO,0.0,,,297,9,2023
TF-138,Taborno,417,A TABORNO,0.0,,,188,5,2023
TF-141,Pedro Alvarez,419,A PEDRO ALVAREZ,0.0,,,2312,48,2023
TF-143,El Batán,421,A EL BATAN,0.0,,,474,10,2023
TF-145,Aceso a Taborno,423,PICO DEL INGLES,0.0,,,536,11,2023
TF-145,Las Carboneras,425,A LAS CARBONERAS,0.0,,,331,10,2023
TF-152,Enlace del Aeropuerto,426,SAN LAZARO,52.67,9604.0,5376.0,14980,712,2023
TF-152,Aeropuerto de Los Rodeos,427,HOYA D. CAMELLO-LAGUNA,53.63,4022.0,4952.0,8974,416,2023
TF-152,Acceso a el Portezuelo,429,PORTEZUELO ALTO,0.0,7107.0,8283.0,15390,1564,2023
TF-152,Enlace TF-5,431,ERMITA CRUZ CHICA,59.27,6111.0,5557.0,11668,1186,2023
TF-152,Acceso a Guamasa,435,ANTES CRUCE TF-156,0.0,,,18564,1887,2023
TF-152,Acceso a Aguagarcía,437,LA CARIDAD,0.0,,,8193,833,2023
TF-152,El Sauzal,445,EL SAUZAL,0.0,,,5848,594,2023
TF-154,Acceso a depósito regulador de Valle Mol,447,EL PORTEZUELO,0.0,4666.0,4545.0,9211,936,2023
TF-154,Tegueste,449,EL SOCORRO,0.0,,,6779,140,2023
TF-156,Camino de acceso a Garimba,451,GUAMASA- BOQUERÓN,0.0,,,10115,1028,2023
TF-156,Valle Guerra,453,BOQUERÓN- INST. ICIA,0.0,,,4185,425,2023
TF-16,Valle Guerra,185,DEPURADORA (VALLE GUERRA),0.0,,,9083,188,2023
TF-16,Acceso a Guamasa,183,VALLE GUERRA-CABRERA,0.0,,,9130,189,2023
TF-16,Acceso al Pris,181,TACORONTE-CALLEJON G.,0.0,5220.0,4759.0,9979,325,2023
TF-16,Tacoronte,179,TACORONTE-GUARDIA CIVIL,35.44,5186.0,6847.0,12033,357,2023
TF-161,Acceso a Jover,455,DESTILERIA COCAL,0.0,,,1892,39,2023
TF-161,La Barranquera,457,BAJADA SALINA-V. GUERRA,0.0,,,781,16,2023
TF-163,Acceso a Tacoronte,459,ANTES CRUCE EL PRIS,0.0,,,1028,21,2023
TF-163,El Pris,461,EL PRIS CLUB TAGORO,0.0,,,1756,36,2023
TF-165,Acceso a Mesa del Mar,463,ESC. AGRARIA TACORONTE,0.0,,,2922,60,2023
TF-165,Juán Fernádez,465,JUAN FERNANDEZ,0.0,,,1433,30,2023
TF-174,La Victoria,469,PAS. A PUNTILLO SOL,0.0,,,1946,54,2023
TF-176,El Rincón,471,A EL BOYUYO,0.0,,,1469,41,2023
TF-2,Muñeco Nieve,69,CUEVAS BLANCAS,64.83,30958.0,31051.0,62009,1832,2023
TF-2,TF-5,75,AL CAMPO LA LAGUNA,54.69,25749.0,26010.0,51759,1622,2023
TF-21,TF-211,187,MIRADOR DE HUMBOLDT,0.0,,,6297,174,2023
TF-21,Acceso a San Antonio,189,OROTAVA LA FLORIDA,0.0,,,13655,366,2023
TF-21,Acceso a Benijos,191,LA OROTAVA.(CHASNA),0.0,,,3115,84,2023
TF-21,El Portillo,193,LA CALDERA,0.0,,,1551,42,2023
TF-21,Boca de Tauce,195,TELEFÉRICO,52.34,1230.0,1230.0,2460,136,2023
TF-21,Vilaflor,197,ANTES DE VILAFLOR,0.0,,,1659,34,2023
TF-21,Acceso a el Frontón,199,VILAFLOR-EL PILÓN,0.0,,,1095,27,2023
TF-21,Cruz de Tea,200,CRUZ DE TEA,0.0,,,461,12,2023
TF-21,Granadilla,201,GRANADILLA-CAMPO FUTBOL,0.0,,,1687,42,2023
TF-211,Orotava,485,RAMAL A LA OROTAVA,0.0,,,26517,712,2023
TF-213,Autopista del Norte,487,INICIO TF-213 LA VICTORIA,0.0,,,3266,90,2023
TF-213,Santa Ursula,489,EL CAÑÓN-SANTA ÚRSULA,0.0,,,6707,185,2023
TF-215,Final Zona Urbana de La Matanza,491,LA MATANZA MAJUELOS,0.0,,,3123,86,2023
TF-215,Autopista del Norte,493,FABRICA MÁRMOL-SAUZAL,0.0,,,612,17,2023
TF-217,La Matanza,495,LA MATANZA FUE. LOMO,34.63,7212.0,6970.0,14182,392,2023
TF-217,La Matanza,496,TOSCA DE GUIA-MATANZA,0.0,,,10397,287,2023
TF-217,La Victoria,497,ANTE CRUC-TF-213-VICTORIA,0.0,,,9508,263,2023
TF-217,Santa Ursula,499,VICTORIA PTE HIERRO,0.0,,,7548,209,2023
TF-217,La Corujera,500,ANTES DE LA CORUJERA,0.0,,,18932,523,2023
TF-217,Cuesta de La Villa,501,EL PINITO-SANTA URSULA,0.0,,,12154,336,2023
TF-217,Autopista del Norte,503,CUESTA LA VILLA,0.0,,,4740,131,2023
TF-226,El Bicho,505,ESPERANZA HUER.BICHO,0.0,,,1458,52,2023
TF-226,Agua García,507,COLEGIO AGUAGARCIA,0.0,,,1333,135,2023
TF-228,El Cantillo,509,AGUAGARCIA CASAS ALTAS,0.0,,,2144,218,2023
TF-235,Cruz Chica,511,CRUZ CHICA P.CARRET,43.82,4772.0,4858.0,9630,363,2023
TF-235,Campo de Golf,513,SUPREMA-CRUZ CHICA,46.52,3557.0,3230.0,6787,344,2023
TF-237,Acceso a la Esperanza,515,CRUZ CHICA-EL ORTIGAL,0.0,4808.0,4757.0,9565,972,2023
TF-237,Acceso a el Cantillo,517,BCO L. LAJAS-TACORONTE,0.0,,,5848,594,2023
TF-237,Agua García,519,AGUAGARCIA CR.TF-228,0.0,,,5965,606,2023
TF-24,Camino el Mataero,203,BALDIOS-PANASCA,52.66,8415.0,8549.0,16964,608,2023
TF-24,La Esperanza,205,ESPERANZA-HORNILLO,0.0,,,8165,293,2023
TF-24,Acceso a Las Rosas,207,LA ESPERANZA.(CASA FORESTAL),0.0,,,2770,99,2023
TF-24,Las Raices,209,ESPERANZA CRUCE TF-276,0.0,,,1806,65,2023
TF-24,Acceso a Arafo,211,ANTES CRUCE LOS LOROS,0.0,,,932,33,2023
TF-24,Izaña,213,PASADO CRUCE LOS LOROS,0.0,417.0,436.0,853,31,2023
TF-24,El Portillo,215,PORTILLO VIEJO LAGUNA,0.0,,,924,25,2023
TF-245,Arafo,523,ARAFO (LA HIDALGA),0.0,,,5951,150,2023
TF-247,Acceso a Malpaís,525,A MALPAIS,0.0,,,1356,34,2023
TF-247,Acceso a Las Cuevecitas,527,A LAS CUEVECITAS,0.0,,,707,18,2023
TF-247,Araya,529,ANTES DE ARAYA,0.0,399.0,396.0,795,20,2023
TF-247,Carretera General del Sur,531,LA PUNTA-ARAYA,0.0,,,1763,44,2023
TF-252,Intersección TF-4122 con ramal de enlace,533,ANTES COLEG. IGUESTE,0.0,,,551,14,2023
TF-252,Acceso a Carretera General,535,DESPUÉS COLEG. IGUESTE,0.0,,,2730,69,2023
TF-254,Barranco Hondo,537,A BARRANCO HONDO,0.0,,,3187,80,2023
TF-256,El Tablero,539,EL TABLERO,0.0,,,7259,227,2023
TF-263,Geneto,543,POLVORÍN GENETO,0.0,2984.0,1969.0,4953,155,2023
TF-265,Acceso a la Esperanza,545,LA LAGUNA C. NURIANA,0.0,,,7242,260,2023
TF-265,Acceso al cementerio de San Luis,547,CIUDAD DEPORTIVA TEN.,0.0,,,10432,374,2023
TF-265,Llano del Moro,549,LLANO DEL MORO,0.0,,,6379,200,2023
TF-272,Llano del Moro,553,EL SOBRADILLO,0.0,,,5994,188,2023
TF-272,La Esperanza,555,LLANO MORO-ESPERANZA,0.0,,,3240,116,2023
TF-274,Escuela Hogar,557,PREVENTORIO-ESPERANZA,0.0,,,1253,45,2023
TF-276,Las Raices,559,LAS RAICES,0.0,,,227,8,2023
TF-28,Acceso a el Tablero,217,ANTES CRUCE S. MARIA M.,0.0,5370.0,4683.0,10053,315,2023
TF-28,Tabaiba,220,PASANDO CRUCE EL TABLERO,0.0,,,4402,138,2023
TF-28,Barranco Hondo,221,TABAIBA-BCO. HONDO,0.0,,,754,19,2023
TF-28,Acceso Autopista del Sur,223,BCO. HONDO-GASOLINERA,0.0,,,3828,96,2023
TF-28,Caletillas,224,CUESTA LAS TABLAS,0.0,,,392,10,2023
TF-28,Igueste de Candelaría,225,PASADO ACCESO CALETILLAS,0.0,,,1228,31,2023
TF-28,Araya,227,URB. BRILLASOL,0.0,,,2030,51,2023
TF-28,Acceso a Candelaría,229,BARRANCO DE AROBA,0.0,,,4076,103,2023
TF-28,Malpaís de Candelaría,231,LA PEDRERA (ARAFO),0.0,,,974,25,2023
TF-28,La Hidalga,233,ANTES SUBIDA ARAFO,0.0,,,2492,63,2023
TF-28,Acceso a Arafo,235,ARAFO (HIDALGA),0.0,,,15982,403,2023
TF-28,Güímar,237,SAN FRANCISCO JAVIER,0.0,4889.0,5456.0,10345,261,2023
TF-28,El Escobonal,239,GÜÍMAR(EL BADEN),0.0,,,2567,65,2023
TF-28,Acceso a la Zarza,241,ANTES DE SUBIDA LA ZARZA,0.0,,,809,20,2023
TF-28,Fasnia,243,ANTES DE FASNIA,0.0,,,1186,30,2023
TF-28,Acceso a El Bueno,245,LAS CASITAS (ARICO),0.0,,,337,8,2023
TF-28,Arico Viejo,247,ANTES DE ARICO VIEJO,0.0,,,834,21,2023
TF-28,Bajada al Poris,249,TEGUEDITE,0.0,,,1529,39,2023
TF-28,Arico,250,PASANDO VILLA DE ARICO,0.0,,,1695,43,2023
TF-28,Chimiche,251,ANTES CHIMICHE,0.0,,,1073,27,2023
TF-28,Acceso a las Palomas,253,DESPUÉS CHIMICHE,0.0,,,1949,49,2023
TF-28,Los Blanquitos,255,ANTES LOS BLANQUITOS,0.0,,,806,20,2023
TF-28,Granadilla,257,ANTES DE GRANADILLA,0.0,,,1668,42,2023
TF-28,Charco del Pino,258,ANTES CHARCO DEL PINO,0.0,,,3836,96,2023
TF-28,Acceso a el Frontón,259,ANTES DEL CRUCE FRONTON,0.0,,,2320,58,2023
TF-28,San Miguel,261,ANTES SAN MIGUEL,0.0,,,3662,92,2023
TF-28,El Roque,263,TAMAIDE (SAN MIGUEL),0.0,,,4352,109,2023
TF-28,Valle San Lorenzo,265,EL ROQUE SAN MIGUEL,0.0,,,3004,75,2023
TF-28,La Camella,267,LA FLORIDA (V S LORENZO),0.0,3997.0,4542.0,8539,174,2023
TF-28,Acceso a Arona,269,ANTE DE CHAYOFA ARONA,0.0,,,18026,367,2023
TF-28,Autopista del Sur,271,HOSPITAL DEL SUR,70.0,12877.0,13310.0,26187,533,2023
TF-281,La Hidalga,561,EL VOLCAN,61.25,7812.0,9365.0,17177,433,2023
TF-283,Autopista del Sur,563,CANDELARIA AROBA,0.0,,,7818,197,2023
TF-287,Barranco Hondo,567,BARRANCO HONDO CRUCE TF-1,0.0,,,4792,121,2023
TF-29,TF-5,272,C. SANTA LASTENIA,49.96,17068.0,13088.0,30156,1200,2023
TF-293,Barranco Grande,569,SANTA MARIA DEL MAR,0.0,1967.0,1036.0,3003,94,2023
TF-31,Acceso a el Botánico,273,PICO VIEJO,61.23,13637.0,12702.0,26339,998,2023
TF-31,Pto. de la Cruz (Martianez),275,PTO.CRUZ (MARTIANEZ),0.0,,,11659,442,2023
TF-312,Puerto de la Cruz,573,PTO.CRUZ (BOTANICO),0.0,,,15445,585,2023
TF-312,Acceso a las Dehesas,575,CRUC. L DEHESAS-PTO CRUZ,0.0,,,18250,423,2023
TF-312,Las Arenas,577,ARENAS,0.0,,,21578,530,2023
TF-315,Camino del Burgado,579,PTO CRUZ-DEHESA BAJA,0.0,,,5213,118,2023
TF-320,Acceso a el Puerto de la Cruz,583,LIDL- LAS ARENAS,0.0,,,18457,699,2023
TF-320,Enlace TF-316,585,COLE. CASA AZUL,0.0,,,12826,344,2023
TF-320,La Zamora,587,PARQUE CARRETERAS LOS REALEJOS,0.0,,,9085,201,2023
TF-324,Los Realejos,591,CRUZ SANTA-LOS REALEJOS,0.0,,,9579,399,2023
TF-326,Benijos,593,LA PIÑERA-PALO BLANCO,0.0,,,4474,120,2023
TF-326,Acceso a la Orotava,599,CENTRO MÉDICO-BENIJO,0.0,,,1490,40,2023
TF-333,La Montañeta,601,AL CAMPO LA VILLA,0.0,,,11364,305,2023
TF-333,Los Realejos,603,MONASTERIO REALEJOS,0.0,,,14152,380,2023
TF-342,Icod el Alto,607,REALEJOS-PRINCIPES,36.62,2633.0,2678.0,5311,228,2023
TF-342,Acceso a San Juán de la Rambla,609,BCO CABRERA-S J RAMBLA,0.0,,,2304,74,2023
TF-342,La Guancha,611,ANTES DE LA GUANCHA,0.0,,,4477,144,2023
TF-342,Icod,613,LA MANCHA A LA GUANCHA,0.0,,,2166,46,2023
TF-344,La Guancha,615,CASA FORESTAL- GUANCHA,0.0,,,172,6,2023
TF-351,San José,617,SAN JUAN DE LA RAMBLA,0.0,,,2491,80,2023
TF-351,La Guancha,621,SAN JOSE,0.0,,,956,31,2023
TF-353,La Guancha de Abajo,623,EL CONVENTO,0.0,,,1743,56,2023
TF-366,El Amparo,629,EL AMPARO,0.0,,,5159,110,2023
TF-366,La Vega,631,AMPARO LOS BARROS,0.0,,,3602,77,2023
TF-373,Acceso a el Amparo,633,DE TF-82 A LA VEGA,0.0,,,404,9,2023
TF-373,San José de los Llanos,635,LA VEGA,0.0,,,2646,56,2023
TF-373,Puerto de Erjos,641,ERJOS-SAN JOSE DE LOS LLANOS,0.0,,,3564,76,2023
TF-375,Arguayo,643,DEL ANILLO I. A L MANCHAS,0.0,,,870,19,2023
TF-375,Chio,645,CHIO CAMPO FUTBOL,0.0,,,973,24,2023
TF-38,Chio,277,CHIO-BOCA TAUCE,0.0,,,2456,61,2023
TF-4,Autopista del sur,81,VIA DE PENETRACIÓN,78.15,16025.0,15556.0,31581,2519,2023
TF-414,Playa de San Marcos,647,ICOD-SAN MARCOS,0.0,,,2854,61,2023
TF-42,Icod,135,BUEN PASO,55.94,12031.0,11246.0,23277,706,2023
TF-42,La Centinela,137,ICOD EL EMPALME,0.0,,,21262,454,2023
TF-42,San Marcos,139,CRUCE SAN MARCOS,67.28,6542.0,7141.0,13683,292,2023
TF-42,Garachico,279,TÚNEL GUINCHO,58.83,5890.0,6230.0,12120,141,2023
TF-42,Los Silos,281,GARACHICO-LOS SILOS,0.0,,,9303,199,2023
TF-42,Buenavista,283,LOS SILOS-BUENAVISTA,0.0,,,9009,192,2023
TF-421,El Tanque,649,LAS CRUCES,0.0,,,1258,27,2023
TF-421,San Juán del Reparo,653,DE TANQUE BAJO A TF-82,0.0,,,1195,26,2023
TF-423,Tierra del Trigo,655,A TIERRA DEL TRIGO,0.0,,,1239,26,2023
TF-436,Acceso a Los Carrizales,657,EL PALMAR,0.0,1188.0,980.0,2168,46,2023
TF-436,Masca,663,LAS PORTELAS,0.0,,,935,20,2023
TF-436,Santiago del Teide,665,A SANTIAGO DEL TEIDE,0.0,,,1709,36,2023
TF-445,Faro de Teno,669,FARO DE TENO-CARDON,0.0,,,382,30,2023
TF-454,Acceso a Alcalá,671,A LOS GIGANTES,0.0,1946.0,3096.0,5042,185,2023
TF-454,Puerto de Santiago,673,TAMAIMO A CRUC. GIGANTES,0.0,,,5368,197,2023
TF-463,TF-1,674,DE GUIA DE ISORA A TF-1,0.0,,,7888,195,2023
